{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{citrus fruit, other vegetables, whole milk} -> {pork} (conf: 0.133, supp: 0.002, lift: 2.304, conv: 1.087)
{citrus fruit, other vegetables, pork} -> {whole milk} (conf: 0.515, supp: 0.002, lift: 2.016, conv: 1.535)
{other vegetables, rolls/buns, root vegetables} -> {citrus fruit} (conf: 0.183, supp: 0.002, lift: 2.215, conv: 1.123)
{citrus fruit, rolls/buns, root vegetables} -> {other vegetables} (conf: 0.647, supp: 0.002, lift: 3.344, conv: 2.285)
{citrus fruit, other vegetables, root vegetables} -> {rolls/buns} (conf: 0.216, supp: 0.002, lift: 1.173, conv: 1.040)
{citrus fruit, other vegetables, rolls/buns} -> {root vegetables} (conf: 0.373, supp: 0.002, lift: 3.421, conv: 1.421)
{other vegetables, rolls/buns, tropical fruit} -> {citrus fruit} (conf: 0.234, supp: 0.002, lift: 2.824, conv: 1.197)
{citrus fruit, rolls/buns, tropical fruit} -> {other vegetables} (conf: 0.419, supp: 0.002, lift: 2.163, conv: 1.387)
{citrus fruit, other vegetables, tropical fruit} -> {rolls/buns} (conf: 0.202, supp: 0.002, lift: 1.100, conv: 1.023)
{citrus fruit, other vegetables, rolls/buns} -> {tropical fruit} (conf: 0.305, supp: 0.002, lift: 2.907, conv: 1.288)
{other vegetables, rolls/buns, whole milk} -> {citrus fruit} (conf: 0.170, supp: 0.003, lift: 2.059, conv: 1.106)
{citrus fruit, rolls/buns, whole milk} -> {other vegetables} (conf: 0.423, supp: 0.003, lift: 2.184, conv: 1.397)
{citrus fruit, other vegetables, whole milk} -> {rolls/buns} (conf: 0.234, supp: 0.003, lift: 1.274, conv: 1.066)
{citrus fruit, other vegetables, rolls/buns} -> {whole milk} (conf: 0.508, supp: 0.003, lift: 1.990, conv: 1.515)
{other vegetables, rolls/buns, yogurt} -> {citrus fruit} (conf: 0.150, supp: 0.002, lift: 1.818, conv: 1.080)
{citrus fruit, rolls/buns, yogurt} -> {other vegetables} (conf: 0.298, supp: 0.002, lift: 1.541, conv: 1.149)
{citrus fruit, other vegetables, yogurt} -> {rolls/buns} (conf: 0.227, supp: 0.002, lift: 1.232, conv: 1.055)
{citrus fruit, other vegetables, rolls/buns} -> {yogurt} (conf: 0.288, supp: 0.002, lift: 2.065, conv: 1.209)
{other vegetables, root vegetables, sausage} -> {citrus fruit} (conf: 0.254, supp: 0.002, lift: 3.066, conv: 1.229)
{citrus fruit, root vegetables, sausage} -> {other vegetables} (conf: 0.586, supp: 0.002, lift: 3.030, conv: 1.949)
{citrus fruit, other vegetables, sausage} -> {root vegetables} (conf: 0.386, supp: 0.002, lift: 3.545, conv: 1.452)
{citrus fruit, other vegetables, root vegetables} -> {sausage} (conf: 0.167, supp: 0.002, lift: 1.774, conv: 1.087)
{other vegetables, root vegetables, soda} -> {citrus fruit} (conf: 0.259, supp: 0.002, lift: 3.132, conv: 1.238)
{citrus fruit, root vegetables, soda} -> {other vegetables} (conf: 0.700, supp: 0.002, lift: 3.618, conv: 2.688)
{citrus fruit, other vegetables, soda} -> {root vegetables} (conf: 0.512, supp: 0.002, lift: 4.699, conv: 1.827)
{citrus fruit, other vegetables, root vegetables} -> {soda} (conf: 0.206, supp: 0.002, lift: 1.181, conv: 1.040)
{other vegetables, root vegetables, tropical fruit} -> {citrus fruit} (conf: 0.364, supp: 0.004, lift: 4.394, conv: 1.441)
{citrus fruit, root vegetables, tropical fruit} -> {other vegetables} (conf: 0.786, supp: 0.004, lift: 4.061, conv: 3.764)
{citrus fruit, other vegetables, tropical fruit} -> {root vegetables} (conf: 0.494, supp: 0.004, lift: 4.536, conv: 1.762)
{citrus fruit, other vegetables, root vegetables} -> {tropical fruit} (conf: 0.431, supp: 0.004, lift: 4.111, conv: 1.574)
{other vegetables, root vegetables, whipped/sour cream} -> {citrus fruit} (conf: 0.274, supp: 0.002, lift: 3.308, conv: 1.263)
{citrus fruit, root vegetables, whipped/sour cream} -> {other vegetables} (conf: 0.697, supp: 0.002, lift: 3.602, conv: 2.661)
{citrus fruit, other vegetables, whipped/sour cream} -> {root vegetables} (conf: 0.411, supp: 0.002, lift: 3.768, conv: 1.512)
{citrus fruit, other vegetables, root vegetables} -> {whipped/sour cream} (conf: 0.225, supp: 0.002, lift: 3.146, conv: 1.199)
{other vegetables, root vegetables, whole milk} -> {citrus fruit} (conf: 0.250, supp: 0.006, lift: 3.021, conv: 1.223)
{citrus fruit, root vegetables, whole milk} -> {other vegetables} (conf: 0.633, supp: 0.006, lift: 3.273, conv: 2.200)
{citrus fruit, other vegetables, whole milk} -> {root vegetables} (conf: 0.445, supp: 0.006, lift: 4.085, conv: 1.606)
{citrus fruit, other vegetables, root vegetables} -> {whole milk} (conf: 0.559, supp: 0.006, lift: 2.187, conv: 1.687)
{other vegetables, root vegetables, yogurt} -> {citrus fruit} (conf: 0.220, supp: 0.003, lift: 2.664, conv: 1.177)
{citrus fruit, root vegetables, yogurt} -> {other vegetables} (conf: 0.583, supp: 0.003, lift: 3.015, conv: 1.936)
{citrus fruit, other vegetables, yogurt} -> {root vegetables} (conf: 0.373, supp: 0.003, lift: 3.425, conv: 1.422)
{citrus fruit, other vegetables, root vegetables} -> {yogurt} (conf: 0.275, supp: 0.003, lift: 1.968, conv: 1.186)
{other vegetables, sausage, whole milk} -> {citrus fruit} (conf: 0.230, supp: 0.002, lift: 2.779, conv: 1.191)
{citrus fruit, sausage, whole milk} -> {other vegetables} (conf: 0.469, supp: 0.002, lift: 2.426, conv: 1.520)
{citrus fruit, other vegetables, whole milk} -> {sausage} (conf: 0.180, supp: 0.002, lift: 1.913, conv: 1.105)
{citrus fruit, other vegetables, sausage} -> {whole milk} (conf: 0.523, supp: 0.002, lift: 2.046, conv: 1.560)
{other vegetables, soda, whole milk} -> {citrus fruit} (conf: 0.153, supp: 0.002, lift: 1.852, conv: 1.083)
{citrus fruit, soda, whole milk} -> {other vegetables} (conf: 0.477, supp: 0.002, lift: 2.467, conv: 1.543)
{citrus fruit, other vegetables, whole milk} -> {soda} (conf: 0.164, supp: 0.002, lift: 0.941, conv: 0.988)
{citrus fruit, other vegetables, soda} -> {whole milk} (conf: 0.512, supp: 0.002, lift: 2.005, conv: 1.526)
{other vegetables, tropical fruit, whipped/sour cream} -> {citrus fruit} (conf: 0.273, supp: 0.002, lift: 3.295, conv: 1.261)
{citrus fruit, tropical fruit, whipped/sour cream} -> {other vegetables} (conf: 0.677, supp: 0.002, lift: 3.501, conv: 2.500)
{citrus fruit, other vegetables, whipped/sour cream} -> {tropical fruit} (conf: 0.375, supp: 0.002, lift: 3.574, conv: 1.432)
{citrus fruit, other vegetables, tropical fruit} -> {whipped/sour cream} (conf: 0.236, supp: 0.002, lift: 3.292, conv: 1.215)
{other vegetables, tropical fruit, whole milk} -> {citrus fruit} (conf: 0.292, supp: 0.005, lift: 3.524, conv: 1.295)
{citrus fruit, tropical fruit, whole milk} -> {other vegetables} (conf: 0.551, supp: 0.005, lift: 2.845, conv: 1.794)
{citrus fruit, other vegetables, whole milk} -> {tropical fruit} (conf: 0.383, supp: 0.005, lift: 3.648, conv: 1.450)
{citrus fruit, other vegetables, tropical fruit} -> {whole milk} (conf: 0.551, supp: 0.005, lift: 2.155, conv: 1.656)
{other vegetables, tropical fruit, yogurt} -> {citrus fruit} (conf: 0.256, supp: 0.003, lift: 3.095, conv: 1.233)
{citrus fruit, tropical fruit, yogurt} -> {other vegetables} (conf: 0.500, supp: 0.003, lift: 2.584, conv: 1.613)
{citrus fruit, other vegetables, yogurt} -> {tropical fruit} (conf: 0.413, supp: 0.003, lift: 3.939, conv: 1.526)
{citrus fruit, other vegetables, tropical fruit} -> {yogurt} (conf: 0.348, supp: 0.003, lift: 2.497, conv: 1.320)
{other vegetables, whipped/sour cream, whole milk} -> {citrus fruit} (conf: 0.250, supp: 0.004, lift: 3.021, conv: 1.223)
{citrus fruit, whipped/sour cream, whole milk} -> {other vegetables} (conf: 0.581, supp: 0.004, lift: 3.001, conv: 1.923)
{citrus fruit, other vegetables, whole milk} -> {whipped/sour cream} (conf: 0.281, supp: 0.004, lift: 3.924, conv: 1.292)
{citrus fruit, other vegetables, whipped/sour cream} -> {whole milk} (conf: 0.643, supp: 0.004, lift: 2.516, conv: 2.085)
{other vegetables, whipped/sour cream, yogurt} -> {citrus fruit} (conf: 0.230, supp: 0.002, lift: 2.779, conv: 1.191)
{citrus fruit, whipped/sour cream, yogurt} -> {other vegetables} (conf: 0.511, supp: 0.002, lift: 2.642, conv: 1.650)
{citrus fruit, other vegetables, yogurt} -> {whipped/sour cream} (conf: 0.307, supp: 0.002, lift: 4.278, conv: 1.339)
{citrus fruit, other vegetables, whipped/sour cream} -> {yogurt} (conf: 0.411, supp: 0.002, lift: 2.944, conv: 1.460)
{other vegetables, whole milk, yogurt} -> {citrus fruit} (conf: 0.215, supp: 0.005, lift: 2.593, conv: 1.168)
{citrus fruit, whole milk, yogurt} -> {other vegetables} (conf: 0.465, supp: 0.005, lift: 2.405, conv: 1.508)
{citrus fruit, other vegetables, yogurt} -> {whole milk} (conf: 0.627, supp: 0.005, lift: 2.453, conv: 1.994)
{citrus fruit, other vegetables, whole milk} -> {yogurt} (conf: 0.367, supp: 0.005, lift: 2.632, conv: 1.360)
{pastry, rolls/buns, whole milk} -> {citrus fruit} (conf: 0.238, supp: 0.002, lift: 2.877, conv: 1.204)
{citrus fruit, rolls/buns, whole milk} -> {pastry} (conf: 0.282, supp: 0.002, lift: 3.166, conv: 1.268)
{citrus fruit, pastry, whole milk} -> {rolls/buns} (conf: 0.417, supp: 0.002, lift: 2.265, conv: 1.399)
{citrus fruit, pastry, rolls/buns} -> {whole milk} (conf: 0.667, supp: 0.002, lift: 2.609, conv: 2.233)
{pip fruit, root vegetables, tropical fruit} -> {citrus fruit} (conf: 0.327, supp: 0.002, lift: 3.950, conv: 1.363)
{citrus fruit, root vegetables, tropical fruit} -> {pip fruit} (conf: 0.304, supp: 0.002, lift: 4.013, conv: 1.327)
{citrus fruit, pip fruit, tropical fruit} -> {root vegetables} (conf: 0.309, supp: 0.002, lift: 2.836, conv: 1.290)
{citrus fruit, pip fruit, root vegetables} -> {tropical fruit} (conf: 0.447, supp: 0.002, lift: 4.263, conv: 1.620)
{pip fruit, root vegetables, whole milk} -> {citrus fruit} (conf: 0.261, supp: 0.002, lift: 3.158, conv: 1.242)
{citrus fruit, root vegetables, whole milk} -> {pip fruit} (conf: 0.256, supp: 0.002, lift: 3.378, conv: 1.242)
{citrus fruit, pip fruit, whole milk} -> {root vegetables} (conf: 0.451, supp: 0.002, lift: 4.137, conv: 1.623)
{citrus fruit, pip fruit, root vegetables} -> {whole milk} (conf: 0.605, supp: 0.002, lift: 2.369, conv: 1.886)
{pip fruit, tropical fruit, whole milk} -> {citrus fruit} (conf: 0.241, supp: 0.002, lift: 2.911, conv: 1.208)
{citrus fruit, tropical fruit, whole milk} -> {pip fruit} (conf: 0.225, supp: 0.002, lift: 2.971, conv: 1.192)
{citrus fruit, pip fruit, whole milk} -> {tropical fruit} (conf: 0.392, supp: 0.002, lift: 3.737, conv: 1.473)
{citrus fruit, pip fruit, tropical fruit} -> {whole milk} (conf: 0.364, supp: 0.002, lift: 1.423, conv: 1.170)
{rolls/buns, root vegetables, whole milk} -> {citrus fruit} (conf: 0.152, supp: 0.002, lift: 1.837, conv: 1.082)
{citrus fruit, root vegetables, whole milk} -> {rolls/buns} (conf: 0.211, supp: 0.002, lift: 1.148, conv: 1.034)
{citrus fruit, rolls/buns, whole milk} -> {root vegetables} (conf: 0.268, supp: 0.002, lift: 2.455, conv: 1.217)
{citrus fruit, rolls/buns, root vegetables} -> {whole milk} (conf: 0.559, supp: 0.002, lift: 2.187, conv: 1.687)
{rolls/buns, tropical fruit, whole milk} -> {citrus fruit} (conf: 0.204, supp: 0.002, lift: 2.461, conv: 1.152)
{citrus fruit, tropical fruit, whole milk} -> {rolls/buns} (conf: 0.247, supp: 0.002, lift: 1.344, conv: 1.084)
{citrus fruit, rolls/buns, whole milk} -> {tropical fruit} (conf: 0.310, supp: 0.002, lift: 2.953, conv: 1.297)
{citrus fruit, rolls/buns, tropical fruit} -> {whole milk} (conf: 0.512, supp: 0.002, lift: 2.002, conv: 1.524)
{rolls/buns, tropical fruit, yogurt} -> {citrus fruit} (conf: 0.198, supp: 0.002, lift: 2.388, conv: 1.143)
{citrus fruit, tropical fruit, yogurt} -> {rolls/buns} (conf: 0.274, supp: 0.002, lift: 1.491, conv: 1.124)
{citrus fruit, rolls/buns, yogurt} -> {tropical fruit} (conf: 0.298, supp: 0.002, lift: 2.842, conv: 1.275)
{citrus fruit, rolls/buns, tropical fruit} -> {yogurt} (conf: 0.395, supp: 0.002, lift: 2.834, conv: 1.423)
{rolls/buns, whipped/sour cream, whole milk} -> {citrus fruit} (conf: 0.260, supp: 0.002, lift: 3.138, conv: 1.239)
{citrus fruit, whipped/sour cream, whole milk} -> {rolls/buns} (conf: 0.323, supp: 0.002, lift: 1.754, conv: 1.205)
{citrus fruit, rolls/buns, whole milk} -> {whipped/sour cream} (conf: 0.282, supp: 0.002, lift: 3.930, conv: 1.292)
{citrus fruit, rolls/buns, whipped/sour cream} -> {whole milk} (conf: 0.714, supp: 0.002, lift: 2.795, conv: 2.606)
{rolls/buns, whole milk, yogurt} -> {citrus fruit} (conf: 0.170, supp: 0.003, lift: 2.053, conv: 1.105)
{citrus fruit, whole milk, yogurt} -> {rolls/buns} (conf: 0.257, supp: 0.003, lift: 1.400, conv: 1.099)
{citrus fruit, rolls/buns, yogurt} -> {whole milk} (conf: 0.456, supp: 0.003, lift: 1.785, conv: 1.369)
{citrus fruit, rolls/buns, whole milk} -> {yogurt} (conf: 0.366, supp: 0.003, lift: 2.625, conv: 1.358)
{root vegetables, sausage, whole milk} -> {citrus fruit} (conf: 0.224, supp: 0.002, lift: 2.703, conv: 1.182)
{citrus fruit, sausage, whole milk} -> {root vegetables} (conf: 0.347, supp: 0.002, lift: 3.183, conv: 1.364)
{citrus fruit, root vegetables, whole milk} -> {sausage} (conf: 0.189, supp: 0.002, lift: 2.011, conv: 1.117)
{citrus fruit, root vegetables, sausage} -> {whole milk} (conf: 0.586, supp: 0.002, lift: 2.294, conv: 1.799)
{root vegetables, tropical fruit, whole milk} -> {citrus fruit} (conf: 0.297, supp: 0.004, lift: 3.584, conv: 1.304)
{citrus fruit, tropical fruit, whole milk} -> {root vegetables} (conf: 0.393, supp: 0.004, lift: 3.608, conv: 1.469)
{citrus fruit, root vegetables, whole milk} -> {tropical fruit} (conf: 0.389, supp: 0.004, lift: 3.706, conv: 1.465)
{citrus fruit, root vegetables, tropical fruit} -> {whole milk} (conf: 0.625, supp: 0.004, lift: 2.446, conv: 1.985)
{root vegetables, tropical fruit, yogurt} -> {citrus fruit} (conf: 0.263, supp: 0.002, lift: 3.172, conv: 1.244)
{citrus fruit, tropical fruit, yogurt} -> {root vegetables} (conf: 0.339, supp: 0.002, lift: 3.107, conv: 1.347)
{citrus fruit, root vegetables, yogurt} -> {tropical fruit} (conf: 0.438, supp: 0.002, lift: 4.169, conv: 1.591)
{citrus fruit, root vegetables, tropical fruit} -> {yogurt} (conf: 0.375, supp: 0.002, lift: 2.688, conv: 1.377)
{root vegetables, whipped/sour cream, whole milk} -> {citrus fruit} (conf: 0.215, supp: 0.002, lift: 2.598, conv: 1.169)
{citrus fruit, whipped/sour cream, whole milk} -> {root vegetables} (conf: 0.323, supp: 0.002, lift: 2.959, conv: 1.315)
{citrus fruit, root vegetables, whole milk} -> {whipped/sour cream} (conf: 0.222, supp: 0.002, lift: 3.100, conv: 1.194)
{citrus fruit, root vegetables, whipped/sour cream} -> {whole milk} (conf: 0.606, supp: 0.002, lift: 2.372, conv: 1.890)
{root vegetables, whipped/sour cream, yogurt} -> {citrus fruit} (conf: 0.270, supp: 0.002, lift: 3.260, conv: 1.256)
{citrus fruit, whipped/sour cream, yogurt} -> {root vegetables} (conf: 0.378, supp: 0.002, lift: 3.466, conv: 1.432)
{citrus fruit, root vegetables, yogurt} -> {whipped/sour cream} (conf: 0.354, supp: 0.002, lift: 4.941, conv: 1.437)
{citrus fruit, root vegetables, whipped/sour cream} -> {yogurt} (conf: 0.515, supp: 0.002, lift: 3.693, conv: 1.775)
{root vegetables, whole milk, yogurt} -> {citrus fruit} (conf: 0.217, supp: 0.003, lift: 2.619, conv: 1.171)
{citrus fruit, whole milk, yogurt} -> {root vegetables} (conf: 0.307, supp: 0.003, lift: 2.816, conv: 1.286)
{citrus fruit, root vegetables, yogurt} -> {whole milk} (conf: 0.646, supp: 0.003, lift: 2.528, conv: 2.102)
{citrus fruit, root vegetables, whole milk} -> {yogurt} (conf: 0.344, supp: 0.003, lift: 2.469, conv: 1.313)
{soda, whole milk, yogurt} -> {citrus fruit} (conf: 0.184, supp: 0.002, lift: 2.229, conv: 1.125)
{citrus fruit, whole milk, yogurt} -> {soda} (conf: 0.188, supp: 0.002, lift: 1.079, conv: 1.017)
{citrus fruit, soda, yogurt} -> {whole milk} (conf: 0.463, supp: 0.002, lift: 1.814, conv: 1.387)
{citrus fruit, soda, whole milk} -> {yogurt} (conf: 0.432, supp: 0.002, lift: 3.095, conv: 1.514)
{tropical fruit, whipped/sour cream, whole milk} -> {citrus fruit} (conf: 0.295, supp: 0.002, lift: 3.563, conv: 1.301)
{citrus fruit, whipped/sour cream, whole milk} -> {tropical fruit} (conf: 0.371, supp: 0.002, lift: 3.535, conv: 1.423)
{citrus fruit, tropical fruit, whole milk} -> {whipped/sour cream} (conf: 0.258, supp: 0.002, lift: 3.605, conv: 1.252)
{citrus fruit, tropical fruit, whipped/sour cream} -> {whole milk} (conf: 0.742, supp: 0.002, lift: 2.904, conv: 2.885)
{tropical fruit, whole milk, yogurt} -> {citrus fruit} (conf: 0.255, supp: 0.004, lift: 3.081, conv: 1.231)
{citrus fruit, whole milk, yogurt} -> {tropical fruit} (conf: 0.376, supp: 0.004, lift: 3.586, conv: 1.435)
{citrus fruit, tropical fruit, yogurt} -> {whole milk} (conf: 0.613, supp: 0.004, lift: 2.399, conv: 1.923)
{citrus fruit, tropical fruit, whole milk} -> {yogurt} (conf: 0.427, supp: 0.004, lift: 3.061, conv: 1.502)
{whipped/sour cream, whole milk, yogurt} -> {citrus fruit} (conf: 0.252, supp: 0.003, lift: 3.049, conv: 1.227)
{citrus fruit, whole milk, yogurt} -> {whipped/sour cream} (conf: 0.267, supp: 0.003, lift: 3.729, conv: 1.267)
{citrus fruit, whipped/sour cream, yogurt} -> {whole milk} (conf: 0.600, supp: 0.003, lift: 2.348, conv: 1.861)
{citrus fruit, whipped/sour cream, whole milk} -> {yogurt} (conf: 0.435, supp: 0.003, lift: 3.122, conv: 1.524)
{coffee, root vegetables, whole milk} -> {other vegetables} (conf: 0.436, supp: 0.002, lift: 2.253, conv: 1.430)
{coffee, other vegetables, whole milk} -> {root vegetables} (conf: 0.270, supp: 0.002, lift: 2.476, conv: 1.220)
{coffee, other vegetables, root vegetables} -> {whole milk} (conf: 0.500, supp: 0.002, lift: 1.957, conv: 1.489)
{other vegetables, whipped/sour cream, whole milk} -> {coffee} (conf: 0.139, supp: 0.002, lift: 2.392, conv: 1.094)
{coffee, whipped/sour cream, whole milk} -> {other vegetables} (conf: 0.588, supp: 0.002, lift: 3.040, conv: 1.959)
{coffee, other vegetables, whole milk} -> {whipped/sour cream} (conf: 0.317, supp: 0.002, lift: 4.429, conv: 1.360)
{coffee, other vegetables, whipped/sour cream} -> {whole milk} (conf: 0.714, supp: 0.002, lift: 2.795, conv: 2.606)
{other vegetables, whole milk, yogurt} -> {coffee} (conf: 0.100, supp: 0.002, lift: 1.730, conv: 1.047)
{coffee, whole milk, yogurt} -> {other vegetables} (conf: 0.440, supp: 0.002, lift: 2.274, conv: 1.440)
{coffee, other vegetables, yogurt} -> {whole milk} (conf: 0.629, supp: 0.002, lift: 2.460, conv: 2.004)
{coffee, other vegetables, whole milk} -> {yogurt} (conf: 0.349, supp: 0.002, lift: 2.503, conv: 1.322)
{tropical fruit, whole milk, yogurt} -> {coffee} (conf: 0.128, supp: 0.002, lift: 2.196, conv: 1.080)
{coffee, whole milk, yogurt} -> {tropical fruit} (conf: 0.380, supp: 0.002, lift: 3.621, conv: 1.444)
{coffee, tropical fruit, yogurt} -> {whole milk} (conf: 0.633, supp: 0.002, lift: 2.479, conv: 2.030)
{coffee, tropical fruit, whole milk} -> {yogurt} (conf: 0.704, supp: 0.002, lift: 5.044, conv: 2.904)
{curd, other vegetables, root vegetables} -> {cream cheese } (conf: 0.315, supp: 0.002, lift: 7.939, conv: 1.402)
{cream cheese , other vegetables, root vegetables} -> {curd} (conf: 0.386, supp: 0.002, lift: 7.252, conv: 1.543)
{cream cheese , curd, root vegetables} -> {other vegetables} (conf: 0.850, supp: 0.002, lift: 4.393, conv: 5.377)
{cream cheese , curd, other vegetables} -> {root vegetables} (conf: 0.630, supp: 0.002, lift: 5.776, conv: 2.406)
{curd, other vegetables, whole milk} -> {cream cheese } (conf: 0.175, supp: 0.002, lift: 4.420, conv: 1.164)
